key,doi,title,year,venue,type,citations,strands,duplicates_merged,title_only,questions,decision,reason
doi:10.1007/s11538-020-00825-9,10.1007/s11538-020-00825-9,On the Mathematical Modelling of Competitive Invasive Weed Dynamics,2021,Bulletin of Mathematical Biology,,2,openalex+semantic_scholar,2,1,,exclude,off-topic
doi:10.1007/s13280-014-0575-y,10.1007/s13280-014-0575-y,Beaver-mediated methane emission: The effects of population growth in Eurasia and the Americas,2015,Ambio,,53,semantic_scholar,0,1,,exclude,no-spread
doi:10.1073/pnas.1118892109,10.1073/pnas.1118892109,Genetic dating indicates that the Asian–Papuan admixture through Eastern Indonesia corresponds to the Austronesian expansion,2012,Proceedings of the National Academy of Sciences of the United States of America,,101,semantic_scholar,0,1,,exclude,off-topic
doi:10.4102/abc.v47i2.2172,10.4102/abc.v47i2.2172,Changes in the composition and distribution of alien plants in South Africa: An update from the Southern African Plant Invaders Atlas,2017,,,139,openalex+semantic_scholar,1,0,q2,pass,
ttl:coyotecanislatranscarnivoracanidaerangeextensioninnortheasterncostaricapossibleexplanationsandconsequences,,COYOTE Canis latrans (CARNIVORA: CANIDAE) RANGE EXTENSION IN NORTHEASTERN COSTA RICA: POSSIBLE EXPLANATIONS AND CONSEQUENCES,2012,,,18,semantic_scholar,0,1,,exclude,no-spread
doi:10.3732/ajb.1100275,10.3732/ajb.1100275,Intraspecific variation in Podostemum ceratophyllum (Podostemaceae): evidence of refugia and colonization since the last glacial maximum.,2012,American-Eurasian journal of botany,,17,semantic_scholar,0,1,,exclude,off-topic
doi:10.48130/fr-2023-0023,10.48130/fr-2023-0023,Phylogeography of Populus koreana reveals an unexpected glacial refugium in Northeast Asia,2023,Forestry Research,,2,semantic_scholar,0,0,q2 q7,pass,
doi:10.1111/1365-2656.12658,10.1111/1365-2656.12658,Sex difference and Allee effects shape the dynamics of sex‐structured invasions,2018,Journal of Animal Ecology,,39,openalex+semantic_scholar,1,0,q2,pass,
doi:10.1007/s10336-019-01714-2,10.1007/s10336-019-01714-2,Mitochondrial phylogeography of the genus Eremophila confirms underestimated species diversity in the Palearctic,2019,Journal of Ornithology,,16,semantic_scholar,1,1,,exclude,no-spread
doi:10.1111/j.1366-9516.2006.00302.x,10.1111/j.1366-9516.2006.00302.x,Residence time and potential range: crucial considerations in modelling plant invasions,2007,,,373,openalex+semantic_scholar,1,0,q2,pass,
doi:10.1007/s10980-025-02122-z,10.1007/s10980-025-02122-z,Unravelling the range expansion of a migratory waterbird: environmental factors underlying the selection of new breeding colonies by the Eurasian spoonbill,2025,Landscape Ecology,,3,semantic_scholar,0,0,q2,pass,
doi:10.1890/es14-00212.1,10.1890/es14-00212.1,Using citizen-reported data to predict distributions of two non-native insect species in Sweden,2014,,,6,semantic_scholar,0,0,q2,pass,
doi:10.1140/epjs/s11734-022-00453-5,10.1140/epjs/s11734-022-00453-5,Impact of information intervention on stochastic hepatitis B model and its variable-order fractional network,2022,The European Physical Journal Special Topics,,18,semantic_scholar,0,0,q2,pass,
doi:10.3390/land13111803,10.3390/land13111803,"Isabelline Wheatear (Oenanthe isabellina), a New Species for the Republic of Moldova: A Regional Review of Species Expansion",2024,Land,,1,semantic_scholar,0,0,q2,pass,
doi:10.1007/s11295-014-0718-0,10.1007/s11295-014-0718-0,Chloroplast DNA-based genetic diversity and phylogeography of Pyrus betulaefolia (Rosaceae) in Northern China,2014,Tree Genetics & Genomes,,0,semantic_scholar,1,1,,exclude,no-spread
doi:10.3389/fevo.2022.765977,10.3389/fevo.2022.765977,Deep Genomic Divergence and Phenotypic Admixture of the Treefrog Dendropsophus elegans (Hylidae: Amphibia) Coincide With Riverine Boundaries at the Brazilian Atlantic Forest,2022,Frontiers in Ecology and Evolution,,7,semantic_scholar,0,0,q2,pass,
doi:10.1007/s10530-024-03283-9,10.1007/s10530-024-03283-9,"A two-step species distribution modeling to disentangle the effect of habitat and bioclimatic covariates on Psacothea hilaris, a potentially invasive species",2024,Biological Invasions,,9,semantic_scholar,0,0,q2,pass,
doi:10.2307/1939380,10.2307/1939380,The Effects of Variability on Metapopulation Dynamics and Rates of Invasion,1994,,,66,openalex+semantic_scholar,1,0,q2,pass,
doi:10.1089/vbz.2021.0027,10.1089/vbz.2021.0027,Spatial Heterogeneity of Sympatric Tick Species and Tick-Borne Pathogens Emphasizes the Need for Surveillance for Effective Tick Control,2021,Vector Borne and Zoonotic Diseases,,10,semantic_scholar,0,0,q2,pass,
doi:10.1093/biolinnean/blaa025,10.1093/biolinnean/blaa025,"Phylogeography and palaeomodelling of Duseniella patagonica (Barnadesioideae), an early-diverging member of Asteraceae endemic to the Argentinean Monte and Patagonia",2020,,,4,semantic_scholar,0,0,q2,pass,
doi:10.1515/mammalia-2020-0041,10.1515/mammalia-2020-0041,Long-term stress level in a small mammal species undergoing range expansion,2021,Mammalia (Paris),,1,semantic_scholar,0,0,q2,pass,
doi:10.1186/s40462-021-00270-w,10.1186/s40462-021-00270-w,Diffusion modeling reveals effects of multiple release sites and human activity on a recolonizing apex predator,2021,Movement Ecology,,15,semantic_scholar,1,0,q2,pass,
doi:10.1080/17550874.2018.1507053,10.1080/17550874.2018.1507053,Changes in the potential distribution of invasive plant species in continental Spain in response to climate change,2018,,,8,semantic_scholar,0,1,,exclude,off-topic
doi:10.1098/rspb.2019.0384,10.1098/rspb.2019.0384,Range expansion is associated with increased survival and fecundity in a long-lived bat species,2019,Proceedings of the Royal Society B,,16,semantic_scholar,0,0,q2,pass,
doi:10.17159/sajs.2015/20140280,10.17159/sajs.2015/20140280,Evidence for climate-induced range shift in Brachystegia (miombo) woodland.,2015,,,24,semantic_scholar,0,0,q2,pass,
doi:10.1038/sj.hdy.6800510,10.1038/sj.hdy.6800510,"Population structure of Macrobrachium australiense (Decapoda: Palaemonidae) in Western Queensland, Australia: the role of contemporary and historical processes",2004,Heredity,,54,semantic_scholar,0,1,,exclude,no-spread
doi:10.1016/j.ympev.2011.04.006,10.1016/j.ympev.2011.04.006,Evolutionary history of Lissotriton helveticus: multilocus assessment of ancestral vs. recent colonization of the Iberian Peninsula.,2011,Molecular Phylogenetics and Evolution,,65,semantic_scholar,0,1,,exclude,off-topic
doi:10.1186/s13071-015-0835-0,10.1186/s13071-015-0835-0,"A lymphatic dwelling filarioid nematode, Rumenfilaria andersoni (Filarioidea; Splendidofilariinae), is an emerging parasite in Finnish cervids",2015,Parasites & Vectors,,21,semantic_scholar,0,0,q2,pass,
ttl:pairapproximationsforspatialstructures,,Pair approximations for spatial structures ?,,,,2,semantic_scholar,0,1,,exclude,out-of-window
doi:10.1017/s0266467416000158,10.1017/s0266467416000158,"The role of habitat, landscape structure and residence time on plant species invasions in a neotropical landscape",2016,Journal of Tropical Ecology,,3,openalex+semantic_scholar,1,0,q2,pass,
ttl:firstreportedsettlementofzebramusselsdreissenapolymorphaintheernesystemcofermanaghnorthernireland,,"FIRST REPORTED SETTLEMENT OF ZEBRA MUSSELS DREISSENA POLYMORPHA IN THE ERNE SYSTEM, CO. FERMANAGH, NORTHERN IRELAND",1999,,,43,semantic_scholar,0,1,,exclude,no-spread
ttl:geneticaspectsofhiv1evolutionandtransmission,,Genetic aspects of HIV-1 evolution and transmission,2008,,,2,semantic_scholar,0,1,,exclude,no-spread
doi:10.1007/s11538-014-0014-z,10.1007/s11538-014-0014-z,Consequences of Dispersal Heterogeneity for Population Spread and Persistence,2014,Bulletin of Mathematical Biology,,1,semantic_scholar,1,1,,exclude,off-topic
doi:10.3390/w17020221,10.3390/w17020221,Endemic and Invasive Species: A History of Distributional Trends in the Fish Fauna of the Lower New River Drainage,2025,Water,,1,semantic_scholar,0,0,q2,pass,
doi:10.1007/s10841-017-0003-2,10.1007/s10841-017-0003-2,Christer Björkman and Pekka Niemelä (eds): Climate change and insect pests,2017,Journal of Insect Conservation,,0,semantic_scholar,0,1,,exclude,no-spread
doi:10.5194/we-25-137-2025,10.5194/we-25-137-2025,The effects of climate change on European distributions of four alien marine crab species,2025,Web Ecology,,3,semantic_scholar,0,0,q2,pass,
doi:10.1564/v31_apr_02,10.1564/v31_apr_02,Using Herbicides to Restore Native Species and Improve Habitat on Rangelands and Wildlands,2020,,,7,openalex+semantic_scholar,1,0,q2,pass,
doi:10.1016/j.aquabot.2025.103926,10.1016/j.aquabot.2025.103926,Plant characteristics of the non-native seagrass Halophila stipulacea in recently colonized beds of Puerto Rico.,2025,Aquatic Botany,,0,semantic_scholar,0,0,q2,pass,
doi:10.1093/infdis/jiw522,10.1093/infdis/jiw522,Reducing Health Regrets in a Changing Climate.,2017,Journal of Infectious Diseases,,4,semantic_scholar,0,1,,exclude,no-spread
doi:10.1007/s10530-017-1393-5,10.1007/s10530-017-1393-5,"Modelling the spread and control of Xylella fastidiosa in the early stages of invasion in Apulia, Italy",2017,Biological Invasions,,78,openalex+semantic_scholar,1,0,q2,pass,
doi:10.1016/j.pecon.2023.02.005,10.1016/j.pecon.2023.02.005,Predicting the range expansion of invasive alien grasses under climate change in the Neotropics,2023,Perspectives in Ecology and Conservation,,21,semantic_scholar,0,0,q2,pass,
doi:10.1002/ajb2.1755,10.1002/ajb2.1755,"Trait variation, trade-offs, and attributes may contribute to colonization and range expansion of a globally distributed weed.",2021,American-Eurasian journal of botany,,4,semantic_scholar,0,0,q2,pass,
doi:10.3389/fevo.2022.921480,10.3389/fevo.2022.921480,"Multiple dimensions of niche specialization explain changes in species’ range area, occupancy, and population size",2022,Frontiers in Ecology and Evolution,,15,semantic_scholar,1,0,q2,pass,
doi:10.33785/ijds.2019.v72i04.017,10.33785/ijds.2019.v72i04.017,Screening of Y-STR INRA189 polymorphism in Indian breeds of Buffaloes,2019,Indian journal of dairy science,,0,semantic_scholar,0,0,q2,pass,
doi:10.1111/geb.12666,10.1111/geb.12666,Joint species distribution modelling for spatio‐temporal occurrence and ordinal abundance data,2018,,,51,semantic_scholar,0,0,q2 q5,pass,
ttl:monitoringphragmitesaustralisatlongpointontariopastpresentandfuture,,"MONITORING PHRAGMITES AUSTRALIS AT LONG POINT, ONTARIO: PAST, PRESENT, AND FUTURE",2001,,,1,semantic_scholar,0,1,,exclude,no-spread
doi:10.1046/j.1461-9563.1999.00006.x,10.1046/j.1461-9563.1999.00006.x,What affects the rate of gypsy moth (Lepidoptera: Lymantriidae) spread: winter temperature or forest susceptibility?,1999,,,59,openalex+semantic_scholar,1,0,q1 q2 q3,pass,
doi:10.1093/jee/toaf175,10.1093/jee/toaf175,Ecological niche modeling and potential dispersal of emerald ash borer in the Pacific Northwest.,2025,Journal of Economic Entomology,,0,semantic_scholar,0,1,q2,pass,
doi:10.1086/663682,10.1086/663682,Evolutionarily Labile Species Interactions and Spatial Spread of Invasive Species,2011,American Naturalist,,25,openalex+semantic_scholar,1,0,q2,pass,
doi:10.1007/978-3-030-05411-3_34,10.1007/978-3-030-05411-3_34,Modelling and Analysis of Delayed SIR Model on Complex Network,2018,International Workshop on Complex Networks & Their Applications,,13,semantic_scholar,0,1,,exclude,no-spread
doi:10.1007/s13364-022-00641-7,10.1007/s13364-022-00641-7,Decadal trends in a population of urban white-tailed jackrabbits at the northern edge of its range,2022,Mammal Research,,2,semantic_scholar,0,1,,exclude,no-spread
doi:10.1098/rspb.2020.2825,10.1098/rspb.2020.2825,Anomalous invasion dynamics due to dispersal polymorphism and dispersal–reproduction trade-offs,2020,bioRxiv,,10,openalex+semantic_scholar,1,0,q2,pass,
doi:10.1111/ddi.12703,10.1111/ddi.12703,Propagule pressure and land cover changes as main drivers of red and roe deer expansion in mainland Portugal,2018,,,25,semantic_scholar,0,1,,exclude,off-topic
doi:10.1111/sapm.12438,10.1111/sapm.12438,"Existence, uniqueness and stability of forced waves to the Lotka‐Volterra competition system in a shifting environment",2021,Studies in applied mathematics (Cambridge),,20,openalex+semantic_scholar,2,0,q2,pass,
doi:10.1002/ecs2.1883,10.1002/ecs2.1883,Suitability of Laurentian Great Lakes for invasive species based on global species distribution models and local habitat,2017,,,37,semantic_scholar,0,0,q2,pass,
doi:10.1016/j.ijheh.2021.113723,10.1016/j.ijheh.2021.113723,Effects of climate variables on the COVID-19 outbreak in Spain,2021,International Journal of Hygiene and Environmental Health,,25,semantic_scholar,0,0,q2,pass,
ttl:habitatfragmentationandconnectivityspatialandtemporalcharacteristicsofthecolonizationprocessinplants,,Habitat fragmentation and connectivity : Spatial and temporal characteristics of the colonization process in plants,2003,,,12,semantic_scholar,0,1,,exclude,off-topic
doi:10.1016/s0167-7152(00)00123-1,10.1016/s0167-7152(00)00123-1,On the estimation of spread rate for a biological population,2001,,,18,semantic_scholar,0,1,q2,pass,
ttl:howdoalienplantsinvadeananalysisofthehistoricalspreadandpotentialdistributionoftheinvasivealienplantchromolaenaodoratainandaroundhluhluwegamereserve,,How do alien plants invade : an analysis of the historical spread and potential distribution of the invasive alien plant Chromolaena odorata in and around Hluhluwe Game Reserve.,2009,,,5,openalex+semantic_scholar,1,0,q2 q7,pass,
doi:10.3897/neobiota.104.160696,10.3897/neobiota.104.160696,"Establishment of the blue crab Callinectes sapidus (Rathbun, 1896) in a Mediterranean hypersaline basin: evidence of ecological plasticity and range expansion",2025,NeoBiota,,3,semantic_scholar,0,0,q2,pass,
doi:10.1101/2020.12.29.424763,10.1101/2020.12.29.424763,Genealogical structure changes as range expansions transition from pushed to pulled,2020,Proceedings of the National Academy of Sciences of the United States of America,,19,semantic_scholar,1,0,q2,pass,
doi:10.1071/wf14097,10.1071/wf14097,Building Rothermel fire behaviour fuel models by genetic algorithm optimisation,2015,,,29,semantic_scholar,0,1,,exclude,no-spread
doi:10.1101/2020.02.18.20024661,10.1101/2020.02.18.20024661,Association of Population Migration and Coronavirus Disease 2019 Epidemic Control,2020,medRxiv,,7,semantic_scholar,0,0,q2,pass,
doi:10.1007/s00606-014-1155-0,10.1007/s00606-014-1155-0,Patterns of genetic variability in central and peripheral populations of Dipteryx alata (Fabaceae) in the Brazilian Cerrado,2015,Plant Systematics and Evolution,,27,semantic_scholar,1,1,,exclude,no-spread
doi:10.1007/s11756-021-00735-8,10.1007/s11756-021-00735-8,Invasion of Lantana camara L. and its response to climate change in the mountains of Eastern Ghats,2021,Biologia,,8,semantic_scholar,0,1,,exclude,off-topic
ttl:s0950268820002927jxx14,,S0950268820002927jxx 1..4,2020,,,0,semantic_scholar,0,1,,exclude,not-english
doi:10.1111/jbi.12958,10.1111/jbi.12958,Phylogeography,2017,,,1,semantic_scholar,0,1,,exclude,no-spread
doi:10.1111/oik.01058,10.1111/oik.01058,Phenological shifts assist colonisation of a novel environment in a range‐expanding raptor,2014,,,54,semantic_scholar,0,1,,exclude,off-topic
doi:10.2307/1312877,10.2307/1312877,Risks of Host Range Expansion by Parasites of Insects Population ecology can help us estimate the risks that biological control agents pose to nontarget species,1996,,,73,semantic_scholar,0,1,q2,pass,
doi:10.1186/s13362-021-00107-6,10.1186/s13362-021-00107-6,Cost effective reproduction number based strategies for reducing deaths from COVID-19,2021,Journal of Mathematics in Industry,,4,semantic_scholar,0,0,q2,pass,
doi:10.4039/tce.2020.1,10.4039/tce.2020.1,Role of fruit characters and colour on host selection of boreal fruits and berries by Drosophila suzukii (Diptera: Drosophilidae),2020,Canadian Entomologist,,17,semantic_scholar,0,0,q2,pass,
doi:10.1007/s10682-015-9777-4,10.1007/s10682-015-9777-4,Dispersal asymmetries and deleterious mutations influence metapopulation persistence and range dynamics,2015,Evolutionary Ecology,,14,semantic_scholar,1,1,,exclude,off-topic
doi:10.1186/1471-2148-11-135,10.1186/1471-2148-11-135,"Factors and processes shaping the population structure and distribution of genetic variation across the species range of the freshwater snail radix balthica (Pulmonata, Basommatophora)",2011,BMC Evolutionary Biology,,69,semantic_scholar,1,0,q2,pass,
doi:10.1111/j.1558-5646.2010.00993.x,10.1111/j.1558-5646.2010.00993.x,DIVERSIFICATION AND PERSISTENCE AT THE ARID–MONSOONAL INTERFACE: AUSTRALIA‐WIDE BIOGEOGRAPHY OF THE BYNOE'S GECKO (HETERONOTIA BINOEI; GEKKONIDAE),2010,Evolution; international journal of organic evolution,,127,semantic_scholar,0,1,,exclude,no-spread
doi:10.3389/fpls.2022.860439,10.3389/fpls.2022.860439,Landscape Genomics Provides Evidence of Ecotypic Adaptation and a Barrier to Gene Flow at Treeline for the Arctic Foundation Species Eriophorum vaginatum,2022,Frontiers in Plant Science,,5,semantic_scholar,0,0,q2,pass,
doi:10.1128/spectrum.02740-23,10.1128/spectrum.02740-23,Mechanical constraints to unbound expansion of B. subtilis on semi-solid surfaces,2023,Microbiology spectrum,,2,semantic_scholar,0,0,q2,pass,
doi:10.1007/s00442-010-1761-7,10.1007/s00442-010-1761-7,Induced changes in island fox (Urocyon littoralis) activity do not mitigate the extinction threat posed by a novel predator,2011,Oecologia,,33,semantic_scholar,0,1,,exclude,no-spread
doi:10.1016/j.tpb.2007.01.008,10.1016/j.tpb.2007.01.008,Relating dispersal and range expansion of California sea otters.,2007,Theoretical Population Biology,,27,semantic_scholar,0,1,,exclude,off-topic
doi:10.1371/journal.pntd.0005623,10.1371/journal.pntd.0005623,"Northern range expansion of the Asian tiger mosquito (Aedes albopictus): Analysis of mosquito data from Connecticut, USA",2017,PLoS Neglected Tropical Diseases,,57,semantic_scholar,0,0,q2,pass,
ttl:rangeexpansioninthegeographicdistributionofniniateresitaeserpentesdipsadidaenewlocalitiesfromnorthwesternecuador,,Range expansion in the geographic distribution of Ninia teresitae (Serpentes: Dipsadidae): new localities from northwestern Ecuador,2018,,,2,semantic_scholar,0,1,,exclude,off-topic
ttl:humanmediateddispersalofaquaticnonindigenousspeciesimpactsandinterventions,,Human-mediated dispersal of aquatic nonindigenous species: Impacts and interventions,2010,,,3,semantic_scholar,0,1,,exclude,off-topic
doi:10.1111/j.1365-2656.2011.01917.x,10.1111/j.1365-2656.2011.01917.x,"Rotifer population spread in relation to food, density and predation risk in an experimental system.",2012,Journal of Animal Ecology,,41,semantic_scholar,0,1,,exclude,off-topic
doi:10.1111/mec.17798,10.1111/mec.17798,Using Fitness Surfaces to Better Link Conservation Breeding Programmes With Wild Population Recovery,2025,Molecular Ecology,,3,semantic_scholar,0,0,q2,pass,
ttl:ecologyofgelatiousplanktonwithemphasisonfeedinginteractionsdistributionpatternandreproductionbiologyofmnemiopsisleidyiinthebalticsea,,"Ecology of gelatious plankton : With emphasis on feeding interactions, distribution pattern and reproduction biology of Mnemiopsis leidyi in the Baltic Sea",2012,,,4,semantic_scholar,0,1,,exclude,no-spread
doi:10.1071/pc14910,10.1071/pc14910,Impact of grazing on fine fuels and potential wildfire behaviour in a non-native tropical grassland,2015,,,13,openalex+semantic_scholar,1,0,q2,pass,
doi:10.2307/1937543,10.2307/1937543,Analyzing Discrete Movement Data as a Correlated Random Walk,1989,,,97,openalex+semantic_scholar,1,0,q2,pass,
doi:10.1007/s10980-018-0622-3,10.1007/s10980-018-0622-3,"Disentangling the effects of habitat, connectivity and interspecific competition in the range expansion of exotic and native ungulates",2018,Landscape Ecology,,1,semantic_scholar,1,1,,exclude,off-topic
doi:10.1101/2022.11.13.516255,10.1101/2022.11.13.516255,Colonisation debt: when invasion history impacts current range expansion,2023,bioRxiv,,0,openalex+semantic_scholar,1,0,q2,pass,
doi:10.2193/2006-020,10.2193/2006-020,Survival and Cause-Specific Mortality of Red Foxes in Agricultural and Urban Areas of Illinois,2007,,,107,semantic_scholar,0,1,,exclude,no-spread
ttl:theedgeofaspeciesrangesurvivalandspaceusepatternsofraccoonsatthenorthernperipheryoftheirdistribution,,The edge of a species' range : survival and space-use patterns of raccoons at the northern periphery of their distribution,2006,,,4,semantic_scholar,0,1,,exclude,no-spread
doi:10.1073/pnas.1613413114,10.1073/pnas.1613413114,Modeling the role of voyaging in the coastal spread of the Early Neolithic in the West Mediterranean,2017,Proceedings of the National Academy of Sciences of the United States of America,,101,semantic_scholar,0,1,,exclude,off-topic
doi:10.1017/s0025315412001464,10.1017/s0025315412001464,"Integrating genetic, phenotypic and ecological analyses to assess the variation and clarify the distribution of the Cortes geoduck (Panopea globosa)",2012,Journal of the Marine Biological Association of the United Kingdom,,16,semantic_scholar,0,1,,exclude,no-spread
ttl:dragonflylocomotionecologyformandfunction,,"Dragonfly locomotion : ecology, form and function",2018,,,3,semantic_scholar,0,1,,exclude,no-spread
doi:10.1007/s13364-026-00842-4,10.1007/s13364-026-00842-4,"Climate change-induced shifts in habitat suitability for the European roe deer (Capreolus Capreolus L., 1758) across Europe and Türkiye",2026,Mammal Research,,1,semantic_scholar,0,1,,exclude,no-spread
doi:10.1007/s10530-019-01918-w,10.1007/s10530-019-01918-w,Spring bird migration as a dispersal mechanism for the hemlock woolly adelgid,2019,Biological Invasions,,24,semantic_scholar,0,1,,exclude,off-topic
doi:10.1111/eea.13222,10.1111/eea.13222,Comparing Drosophila suzukii flight behavior using free‐flight and tethered flight assays,2022,Entomologia Experimentalis et Applicata,,8,semantic_scholar,0,0,q2,pass,
doi:10.5735/086.054.0501,10.5735/086.054.0501,"Strangers Coming from the Sahara: An Update of the Worldwide Distribution, Potential Impacts and Conservation Opportunities of Alien Aoudad",2017,Annales Zoologici Fennici,,21,semantic_scholar,0,1,,exclude,no-spread
doi:10.1007/s00606-016-1289-3,10.1007/s00606-016-1289-3,Determining the extent and direction of introgression between three spruce species based on molecular markers from three genomes with different rates of gene flow,2016,Plant Systematics and Evolution,,7,semantic_scholar,1,1,,exclude,no-spread
ttl:subjectanalysisoftheepidemictrendofgonorrheasyphilisandaidsfrom2000to2004infuzhou,,"Subject Analysis of the Epidemic Trend of Gonorrhea,syphilis and AIDS from 2000 to 2004 in Fuzhou",2006,,,0,semantic_scholar,0,1,,exclude,no-spread
doi:10.3389/fevo.2020.569620,10.3389/fevo.2020.569620,The Spatial Signature of Introgression After a Biological Invasion With Hybridization,2020,Frontiers in Ecology and Evolution,,25,semantic_scholar,0,0,q2,pass,
doi:10.1111/mec.13789,10.1111/mec.13789,"Population genomic evidence for multiple Pliocene refugia in a montane‐restricted harvestman (Arachnida, Opiliones, Sclerobunus robustus) from the southwestern United States",2016,Molecular Ecology,,23,semantic_scholar,0,1,,exclude,no-spread
doi:10.1111/mec.15524,10.1111/mec.15524,"Population genetic structure and demographic history of the lone star tick, Amblyomma americanum (Ixodida: Ixodidae): new evidence supporting old records.",2020,Molecular Ecology,,13,semantic_scholar,0,0,q2,pass,
ttl:evolutionofdensitydependentmovementduringexperimentalrangeexpansions,,Evolution of density-dependent movement during experimental range expansions,2018,,,3,semantic_scholar,1,1,,exclude,off-topic
doi:10.1007/s13364-020-00494-y,10.1007/s13364-020-00494-y,The impact of human land use and landscape productivity on population dynamics of red fox in southeastern Norway,2020,Mammal Research,,32,semantic_scholar,0,0,q2,pass,
ttl:modelingandcontrollingthespreadofinvasivespeciesoverheterogeneouslandscapes,,MODELING AND CONTROLLING THE SPREAD OF INVASIVE SPECIES OVER HETEROGENEOUS LANDSCAPES,2010,,,0,openalex+semantic_scholar,1,0,q2,pass,
doi:10.1111/hiv.12265,10.1111/hiv.12265,P131: Understanding factors behind the late testing and diagnosis of HIV: UK results from the IMPRESS Health 2 study.,2015,,,6,semantic_scholar,0,1,,exclude,no-spread
ttl:effectsofblackbearpredationoncaribouareview,,EFFECTS OF BLACK BEAR PREDATION ON CARIBOU--A REVIEW,2008,,,18,semantic_scholar,0,1,,exclude,no-spread
doi:10.1016/j.jtbi.2015.06.027,10.1016/j.jtbi.2015.06.027,Mathematical modelling of spatial sorting and evolution in a host-parasite system.,2015,Journal of Theoretical Biology,,9,semantic_scholar,0,1,,exclude,no-spread
doi:10.1007/s11071-021-07108-5,10.1007/s11071-021-07108-5,"Dynamical analysis of coronavirus disease with crowding effect, and vaccination: a study of third strain",2022,Nonlinear dynamics,,17,semantic_scholar,1,0,q2,pass,
doi:10.1093/sysbio/syr126,10.1093/sysbio/syr126,Multiple continental radiations and correlates of diversification in Lupinus (Leguminosae): testing for key innovation with incomplete taxon sampling.,2012,Systematic Biology,,312,semantic_scholar,0,1,,exclude,no-spread
doi:10.1007/s13127-021-00505-z,10.1007/s13127-021-00505-z,"Pliocene origins, Pleistocene refugia, and postglacial range expansions in southern devil scorpions (Vaejovidae: Vaejovis carolinianus)",2021,Organisms Diversity & Evolution,,1,semantic_scholar,0,1,,exclude,off-topic
doi:10.1098/rspb.2016.1762,10.1098/rspb.2016.1762,Global population divergence and admixture of the brown rat (Rattus norvegicus),2016,bioRxiv,,163,semantic_scholar,0,0,q2,pass,
doi:10.1103/physreve.99.042134,10.1103/physreve.99.042134,"Bacterial range expansions on a growing front: Roughness, fixation, and directed percolation.",2019,Physical Review E,,15,semantic_scholar,0,0,q2,pass,
doi:10.1016/j.ecolmodel.2011.08.010,10.1016/j.ecolmodel.2011.08.010,Effects of density-dependent dispersal behaviours on the speed and spatial patterns of range expansion in predator–prey metapopulations,2011,,,27,semantic_scholar,0,1,q2,pass,
doi:10.1134/s0013873812070019,10.1134/s0013873812070019,Responses of insects to the current climate changes: from physiology and behavior to range shifts,2012,Entomological Review,,0,semantic_scholar,0,1,,exclude,off-topic
doi:10.1111/fwb.12939,10.1111/fwb.12939,Spread of proliferative kidney disease in fish along stream networks: A spatial metacommunity framework,2018,,,48,openalex+semantic_scholar,1,0,q2,pass,
doi:10.55431/jco.2024.37.12-17,10.55431/jco.2024.37.12-17,Apparent range expansion or recolonization of Puerto Rican Nightjars (Guabairo; Antrostomus noctitherus) on the Cabo Rojo National Wildlife Refuge,2024,The journal of Caribbean ornithology,,0,semantic_scholar,0,0,q2,pass,
doi:10.1109/tac.2025.3554601,10.1109/tac.2025.3554601,Epidemic Population Games and Perturbed Best Response Dynamics,2024,IEEE Transactions on Automatic Control,,1,semantic_scholar,0,0,q2,pass,
doi:10.1111/mec.15650,10.1111/mec.15650,Westward range expansion from middle latitudes explains the Mississippi River discontinuity in a forest herb of eastern North America,2020,Molecular Ecology,,19,semantic_scholar,0,0,q2,pass,
doi:10.1038/s41598-026-39958-7,10.1038/s41598-026-39958-7,Habitat preferences and genetic diversity of the amphipod Gammarus roeselii across the Eastern Alps and western Pannonian Basin,2026,Scientific Reports,,0,semantic_scholar,0,0,q2,pass,
doi:10.1007/s10682-011-9534-2,10.1007/s10682-011-9534-2,The role of macropters during range expansion of a wing-dimorphic insect species,2012,Evolutionary Ecology,,20,semantic_scholar,0,1,,exclude,off-topic
doi:10.1002/2017gb005787,10.1002/2017gb005787,Trends and Variability of Global Fire Emissions Due To Historical Anthropogenic Activities,2018,,,58,semantic_scholar,0,1,,exclude,no-spread
doi:10.1002/ece3.3553,10.1002/ece3.3553,Mitochondrial DNA of pre‐last glacial maximum red deer from NW Spain suggests a more complex phylogeographical history for the species,2017,Ecology and Evolution,,18,semantic_scholar,0,0,q2,pass,
ttl:thediffusivecompetitionproblemwithafreeboundaryinstrongheterogeneousenvironmentandweakheterogeneousenvironment,,The diffusive competition problem with a free boundary in strong heterogeneous environment and weak heterogeneous environment,2014,,,0,semantic_scholar,0,0,q2,pass,
doi:10.1038/s41598-021-91321-0,10.1038/s41598-021-91321-0,Initial growth rates of malware epidemics fail to predict their reach,2020,Scientific Reports,,1,semantic_scholar,0,0,q2,pass,
ttl:openaccessresearcharticlehistoricalspatialrangeexpansionandaveryrecentbottleneckofcinnamomumkanehiraehaylauraceaeintaiwaninferredfromnucleargenes,,Open Access Research Article Historical Spatial Range Expansion and a Very Recent Bottleneck of Cinnamomum Kanehirae Hay. (lauraceae) in Taiwan Inferred from Nuclear Genes,,,,70,semantic_scholar,0,1,,exclude,out-of-window
doi:10.1111/1365-2664.12057,10.1111/1365-2664.12057,Minimizing invasive potential of Miscanthus × giganteus grown for bioenergy: identifying demographic thresholds for population growth and spread,2013,,,27,semantic_scholar,0,1,,exclude,off-topic
